Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Core Processor","Core Size","Speed","Connectivity","Peripherals","Number of I/O","Program Memory Size","Program Memory Type","EEPROM Size","RAM Size","Voltage - Supply (Vcc/Vdd)","Data Converters","Oscillator Type","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
"https://www.st.com/resource/en/datasheet/stm32f205vg.pdf","//media.digikey.com/Renders/STMicro%20Renders/497~1T_ME~T~176.jpg","497-17912-ND","STM32F207IGT7","STMicroelectronics","STMicroelectronics","IC MCU 32BIT 1MB FLASH 176LQFP","0","20.21","0","1","Tray","STM32F2","Active","ARM® Cortex®-M3","32-Bit Single-Core","120MHz","CANbus, Ethernet, I²C, IrDA, LINbus, Memory Card, SPI, UART/USART, USB OTG","Brown-out Detect/Reset, DMA, I²S, LCD, POR, PWM, WDT","140","1MB (1M x 8)","FLASH","-","132K x 8","1.8V ~ 3.6V","A/D 24x12b; D/A 2x12b","Internal","-40°C ~ 105°C (TA)","Surface Mount","176-LQFP","176-LQFP (24x24)"
"https://www.infineon.com/dgdl/Infineon-XMC4700-XMC4800-DS-v01_00-EN.pdf?fileId=5546d462518ffd850151908ea8db00b3","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/144-TQFP.jpg","448-XMC4700F144F1536AAXQMA1-ND","XMC4700F144F1536AAXQMA1","Infineon Technologies","Infineon Technologies","IC MCU 32BIT 1.5MB FLASH 144LQFP","0","20.22","0","1","Tray","XMC4000","Active","ARM® Cortex®-M4","32-Bit Single-Core","144MHz","CANbus, EBI/EMI, Ethernet, I²C, LINbus, MMC/SD, SPI, UART/USART, USB OTG, USIC","DMA, I²S, LED, POR, Touch-Sense, WDT","119","1.5MB (1.5M x 8)","FLASH","-","276K x 8","3.13V ~ 3.63V","A/D 32x12b; D/A 2x12b","External","-40°C ~ 85°C (TA)","Surface Mount","144-LQFP Exposed Pad","PG-LQFP-144-24"
"https://www.st.com/content/ccc/resource/technical/document/datasheet/03/b4/b2/36/4c/72/49/29/DM00071990.pdf/files/DM00071990.pdf/jcr:content/translations/en.DM00071990.pdf","//media.digikey.com/Renders/STMicro%20Renders/497;169UFBGA-.60-7x7;;169.jpg","497-15795-ND","STM32F427AIH6","STMicroelectronics","STMicroelectronics","IC MCU 32BIT 2MB FLASH 169UFBGA","0","20.62","0","1","Tray","STM32F4","Active","ARM® Cortex®-M4","32-Bit Single-Core","180MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, LINbus, SPI, UART/USART, USB OTG","Brown-out Detect/Reset, DMA, I²S, POR, PWM, WDT","130","2MB (2M x 8)","FLASH","-","256K x 8","1.8V ~ 3.6V","A/D 24x12b; D/A 2x12b","Internal","-40°C ~ 85°C (TA)","Surface Mount","169-UFBGA","169-UFBGA (7x7)"
"https://www.st.com/content/ccc/resource/technical/document/datasheet/2f/48/57/b4/79/f7/4f/65/DM00219980.pdf/files/DM00219980.pdf/jcr:content/translations/en.DM00219980.pdf","//media.digikey.com/Renders/STMicro%20Renders/497~1T_ME~T~176.jpg","497-STM32F469IGT6-ND","STM32F469IGT6","STMicroelectronics","STMicroelectronics","IC MCU 32BIT 1MB FLASH 176LQFP","0","20.62","0","1","Tray","STM32F4","Active","ARM® Cortex®-M4","32-Bit Single-Core","180MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, LINbus, SAI, SDIO, SPI, UART/USART, USB, USB OTG","Brown-out Detect/Reset, DMA, I²S, LCD, POR, PWM, WDT","131","1MB (1M x 8)","FLASH","-","384K x 8","1.7V ~ 3.6V","A/D 16x12b; D/A 2x12b","Internal","-40°C ~ 85°C (TA)","Surface Mount","176-LQFP","176-LQFP (24x24)"
"https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/c5/37/9c/1d/a6/09/4e/1a/DM00273119/files/DM00273119.pdf/jcr:content/translations/en.DM00273119.pdf","//media.digikey.com/Renders/STMicro%20Renders/497;-1L_ME;-T;-100.jpg","497-STM32F767VGT7-ND","STM32F767VGT7","STMicroelectronics","STMicroelectronics","IC MCU 32BIT 1MB FLASH 100LQFP","0","20.67","0","1","Tray","STM32F7","Active","ARM® Cortex®-M7","32-Bit Single-Core","216MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, LINbus, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, UART/USART, USB OTG","Brown-out Detect/Reset, DMA, I²S, LCD, POR, PWM, WDT","82","1MB (1M x 8)","FLASH","-","512K x 8","1.7V ~ 3.6V","A/D 16x12b; D/A 2x12b","Internal","-40°C ~ 105°C (TA)","Surface Mount","100-LQFP","100-LQFP (14x14)"
"https://www.renesas.com/us/en/document/dst/rx71m-datasheet-group-rev120","//media.digikey.com/Renders/Renesas%20Tech%20Renders/100-LQFP.jpg","R5F571MFCDFP#30-ND","R5F571MFCDFP#30","Renesas Electronics America Inc","Renesas Electronics America Inc","IC MCU 32BIT 2MB FLASH 100LFQFP","0","20.74","0","1","Tray","RX71M","Active","RXv2","32-Bit Single-Core","240MHz","CANbus, EBI/EMI, Ethernet, I²C, MMC/SD, QSPI, SCI, SPI, SSI, USB OTG","DMA, LVD, POR, PWM, WDT","78","2MB (2M x 8)","FLASH","64K x 8","512K x 8","2.7V ~ 3.6V","A/D 8x12b, 14x12b; D/A 1x12","Internal","-40°C ~ 85°C (TA)","Surface Mount","100-LQFP","100-LFQFP (14x14)"
"https://www.nxp.com/docs/en/data-sheet/K60P144M100SF2V2.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/144-LQFP.jpg","MK60DX256VLQ10-ND","MK60DX256VLQ10","NXP USA Inc.","NXP USA Inc.","IC MCU 32BIT 256KB FLASH 144LQFP","0","20.93","0","1","Tray","Kinetis K60","Active","ARM® Cortex®-M4","32-Bit Single-Core","100MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, SD, SPI, UART/USART, USB, USB OTG","DMA, I²S, LVD, POR, PWM, WDT","100","256KB (256K x 8)","FLASH","4K x 8","64K x 8","1.71V ~ 3.6V","A/D 42x16b; D/A 2x12b","Internal","-40°C ~ 105°C (TA)","Surface Mount","144-LQFP","144-LQFP (20x20)"
"https://www.renesas.com/us/en/document/dst/rx64m-datasheet-group-rev120","//media.digikey.com/Renders/Renesas%20Tech%20Renders/559~PLQP0176KB-A~FC,-FP~176.jpg","R5F564MFGDFC#31-ND","R5F564MFGDFC#31","Renesas Electronics America Inc","Renesas Electronics America Inc","IC MCU 32BIT 2MB FLASH 176LFQFP","0","20.93","0","1","Tray","RX600","Active","RXv2","32-Bit Single-Core","120MHz","CANbus, EBI/EMI, Ethernet, I²C, LINbus, MMC/SD, SCI, SPI, SSI, UART/USART, USB","DMA, LVD, POR, PWM, WDT","127","2MB (2M x 8)","FLASH","64K x 8","552K x 8","2.7V ~ 3.6V","A/D 29x12b; D/A 2x12b","Internal","-40°C ~ 85°C (TA)","Surface Mount","176-LQFP","176-LFQFP (24x24)"
"https://www.nxp.com/docs/en/data-sheet/LPC18S5X_S3X.pdf","//media.digikey.com/renders/NXP%20Semi%20Renders/100-TFBGA_SOT926-1%20pkg.jpg","568-11706-ND","LPC18S37JET100E","NXP USA Inc.","NXP USA Inc.","IC MCU 32BIT 1MB FLASH 100TFBGA","0","20.94","0","1","Tray","LPC18xx","Active","ARM® Cortex®-M3","32-Bit Single-Core","180MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, Microwire, MMC/SD, SPI, SSI, SSP, UART/USART, USB","Brown-out Detect/Reset, DMA, I²S, POR, WDT","49","1MB (1M x 8)","FLASH","-","136K x 8","2.2V ~ 3.6V","A/D 4x10b; D/A 1x10b","Internal","-40°C ~ 105°C (TA)","Surface Mount","100-TFBGA","100-TFBGA (9x9)"
"https://www.nxp.com/docs/en/data-sheet/K60P144M100SF2V2.pdf","//media.digikey.com/Renders/Freescale%20Renders/144-LFBGA.jpg","MK60DX256VMD10-ND","MK60DX256VMD10","NXP USA Inc.","NXP USA Inc.","IC MCU 32B 256KB FLASH 144MAPBGA","0","21.17","0","1","Tray","Kinetis K60","Active","ARM® Cortex®-M4","32-Bit Single-Core","100MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, SD, SPI, UART/USART, USB, USB OTG","DMA, I²S, LVD, POR, PWM, WDT","100","256KB (256K x 8)","FLASH","4K x 8","64K x 8","1.71V ~ 3.6V","A/D 42x16b; D/A 2x12b","Internal","-40°C ~ 105°C (TA)","Surface Mount","144-LBGA","144-MAPBGA (13x13)"
"https://www.infineon.com/dgdl/Infineon-XMC4700-XMC4800-DS-v01_00-EN.pdf?fileId=5546d462518ffd850151908ea8db00b3","//media.digikey.com/Renders/Infineon%20Renders/448;P_PG-LQFP-100-25;;100.jpg","448-XMC4700F100F2048AAXQMA1-ND","XMC4700F100F2048AAXQMA1","Infineon Technologies","Infineon Technologies","IC MCU 32BIT 2MB FLASH 100LQFP","0","21.27","0","1","Tray","XMC4000","Active","ARM® Cortex®-M4","32-Bit Single-Core","144MHz","CANbus, EBI/EMI, Ethernet, I²C, LINbus, MMC/SD, SPI, UART/USART, USB OTG, USIC","DMA, I²S, LED, POR, Touch-Sense, WDT","75","2MB (2M x 8)","FLASH","-","352K x 8","3.13V ~ 3.63V","A/D 24x12b; D/A 2x12b","External","-40°C ~ 85°C (TA)","Surface Mount","100-LQFP Exposed Pad","PG-LQFP-100-25"
"https://www.infineon.com/dgdl/Infineon-XMC-7100-Datasheet-DataSheet-v01_00-EN.pdf?fileId=8ac78c8c8412f8d30184443160ae4415","-","448-XMC7100D-F100K4160AA-ND","XMC7100D-F100K4160AA","Infineon Technologies","Infineon Technologies","IC MCU 32BT 4.063MB FLSH 100QFP","0","21.28","0","1","Tray","XMC7000","Active","ARM® Cortex®-M0+, ARM® Cortex®-M7","32-Bit Dual-Core","100MHz, 250MHz","CANbus, Ethernet, FIFO, I²C, IrDA, MMC/SD/SDIO, SPI, UART/USART","Brown-out Detect/Reset, Crypto - AES, DMA, LVD, POR, PWM, SHA, Temp Sensor, TRNG, WDT","72","4.063MB (4.063M x 8)","FLASH","256K x 8","768K x 8","2.7V ~ 5.5V","A/D 37x12b SAR","External, Internal","-40°C ~ 125°C (TA)","Surface Mount","100-LQFP Exposed Pad","100-TEQFP (14x14)"
"https://www.nxp.com/docs/en/data-sheet/LPC435X_3X_2X_1X.pdf","//media.digikey.com/renders/NXP%20Semi%20Renders/100-TFBGA_SOT926-1%20pkg.jpg","568-13506-ND","LPC4333JET100E","NXP USA Inc.","NXP USA Inc.","IC MCU 32BIT 512KB FLSH 100TFBGA","0","21.31","0","1","Tray","LPC43xx","Active","ARM® Cortex®-M4/M0","32-Bit Dual-Core","204MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, Microwire, SD, SPI, SSI, SSP, UART/USART, USB, USB OTG","Brown-out Detect/Reset, DMA, I²S, POR, WDT","49","512KB (512K x 8)","FLASH","16K x 8","136K x 8","2.2V ~ 3.6V","A/D 4x10b; D/A 1x10b","Internal","-40°C ~ 105°C (TA)","Surface Mount","100-TFBGA","100-TFBGA (9x9)"
"https://www.st.com/content/ccc/resource/technical/document/datasheet/group3/c5/37/9c/1d/a6/09/4e/1a/DM00273119/files/DM00273119.pdf/jcr:content/translations/en.DM00273119.pdf","//media.digikey.com/Renders/STMicro%20Renders/497;-216TFBGA-1.10-13x13;-H;-216.jpg","497-16640-ND","STM32F767NGH6","STMicroelectronics","STMicroelectronics","IC MCU 32BIT 1MB FLASH 216TFBGA","0","21.49","0","1","Tray","STM32F7","Active","ARM® Cortex®-M7","32-Bit Single-Core","216MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, LINbus, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, UART/USART, USB OTG","Brown-out Detect/Reset, DMA, I²S, LCD, POR, PWM, WDT","168","1MB (1M x 8)","FLASH","-","512K x 8","1.7V ~ 3.6V","A/D 24x12b; D/A 2x12b","Internal","-40°C ~ 85°C (TA)","Surface Mount","216-TFBGA","216-TFBGA (13x13)"
"https://www.st.com/content/ccc/resource/technical/document/datasheet/03/b4/b2/36/4c/72/49/29/DM00071990.pdf/files/DM00071990.pdf/jcr:content/translations/en.DM00071990.pdf","//media.digikey.com/Renders/STMicro%20Renders/497;169UFBGA-.60-7x7;;169.jpg","497-15797-ND","STM32F429AIH6","STMicroelectronics","STMicroelectronics","IC MCU 32BIT 2MB FLASH 169UFBGA","0","21.5","0","1","Tray","STM32F4","Active","ARM® Cortex®-M4","32-Bit Single-Core","180MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, LINbus, SPI, UART/USART, USB OTG","Brown-out Detect/Reset, DMA, I²S, LCD, POR, PWM, WDT","130","2MB (2M x 8)","FLASH","-","256K x 8","1.8V ~ 3.6V","A/D 24x12b; D/A 2x12b","Internal","-40°C ~ 85°C (TA)","Surface Mount","169-UFBGA","169-UFBGA (7x7)"
"https://www.nxp.com/docs/en/data-sheet/K60P144M100SF2V2.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/144-LQFP.jpg","MK60DN512VLQ10-ND","MK60DN512VLQ10","NXP USA Inc.","NXP USA Inc.","IC MCU 32BIT 512KB FLASH 144LQFP","0","21.63","0","1","Tray","Kinetis K60","Active","ARM® Cortex®-M4","32-Bit Single-Core","100MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, SD, SPI, UART/USART, USB, USB OTG","DMA, I²S, LVD, POR, PWM, WDT","100","512KB (512K x 8)","FLASH","-","128K x 8","1.71V ~ 3.6V","A/D 42x16b; D/A 2x12b","Internal","-40°C ~ 105°C (TA)","Surface Mount","144-LQFP","144-LQFP (20x20)"
"https://www.renesas.com/us/en/document/mah/rx66n-group-users-manual-hardware-rev111?r=1170201","//media.digikey.com/Renders/Renesas%20Tech%20Renders/176-LQFP.jpg","559-R5F566NNHGFC#V0-ND","R5F566NNHGFC#V0","Renesas Electronics America Inc","Renesas Electronics America Inc","IC MCU 32BIT 4MB FLASH 176LFQFP","0","21.67","0","1","Tray","-","Active","RXv3","32-Bit","120MHz","CANbus, EBI/EMI, Ethernet, I²C, MMC/SD, QSPI, SCI, SPI, SSI, USB OTG","DMA, LCD, LVD, POR, PWM, WDT","136","4MB (4M x 8)","FLASH","32K x 8","1M x 8","2.7V ~ 3.6V","A/D 29x12b; D/A 2x12b","Internal","-40°C ~ 105°C (TA)","Surface Mount","176-LQFP","176-LFQFP (24x24)"
"https://www.renesas.com/us/en/document/dst/rx64m-datasheet-group-rev120","//media.digikey.com/Renders/Renesas%20Tech%20Renders/559~PLQP0176KB-A~FC,-FP~176.jpg","R5F564MLCDFC#31-ND","R5F564MLCDFC#31","Renesas Electronics America Inc","Renesas Electronics America Inc","IC MCU 32BIT 4MB FLASH 176LFQFP","0","21.68","0","1","Tray","RX600","Active","RXv2","32-Bit Single-Core","120MHz","CANbus, EBI/EMI, Ethernet, I²C, LINbus, MMC/SD, SCI, SPI, SSI, UART/USART, USB","DMA, LVD, POR, PWM, WDT","127","4MB (4M x 8)","FLASH","64K x 8","552K x 8","2.7V ~ 3.6V","A/D 29x12b; D/A 2x12b","Internal","-40°C ~ 85°C (TA)","Surface Mount","176-LQFP","176-LFQFP (24x24)"
"https://www.st.com/resource/en/datasheet/stm32h747ag.pdf","//media.digikey.com/Renders/STMicro%20Renders/497~1T_ME~T~176.jpg","497-STM32H747IGT6-ND","STM32H747IGT6","STMicroelectronics","STMicroelectronics","IC MCU 32BIT 1MB FLASH 176LQFP","0","21.82","0","1","Tray","STM32H7","Active","ARM® Cortex®-M4/M7","32-Bit Dual-Core","240MHz, 480MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG","Brown-out Detect/Reset, DMA, I²S, LCD, POR, PWM, WDT","119","1MB (1M x 8)","FLASH","-","1M x 8","1.62V ~ 3.6V","A/D 28x16b; D/A 2x12b","Internal","-40°C ~ 85°C (TA)","Surface Mount","176-LQFP","176-LQFP (24x24)"
"https://www.nxp.com/docs/en/data-sheet/LPC435X_3X_2X_1X.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/144-LQFP.jpg","568-13596-ND","LPC4333JBD144E","NXP USA Inc.","NXP USA Inc.","IC MCU 32BIT 512KB FLASH 144LQFP","0","21.86","0","1","Tray","LPC43xx","Active","ARM® Cortex®-M4/M0","32-Bit Dual-Core","204MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, Microwire, SD, SPI, SSI, SSP, UART/USART, USB, USB OTG","Brown-out Detect/Reset, DMA, I²S, Motor Control PWM, POR, PWM, WDT","83","512KB (512K x 8)","FLASH","16K x 8","136K x 8","2.2V ~ 3.6V","A/D 8x10b; D/A 1x10b","Internal","-40°C ~ 105°C (TA)","Surface Mount","144-LQFP","144-LQFP (20x20)"
"https://www.nxp.com/docs/en/data-sheet/K60P144M100SF2V2.pdf","//media.digikey.com/Renders/Freescale%20Renders/144-LFBGA.jpg","MK60DN512VMD10-ND","MK60DN512VMD10","NXP USA Inc.","NXP USA Inc.","IC MCU 32B 512KB FLASH 144MAPBGA","0","21.91","0","1","Tray","Kinetis K60","Active","ARM® Cortex®-M4","32-Bit Single-Core","100MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, SD, SPI, UART/USART, USB, USB OTG","DMA, I²S, LVD, POR, PWM, WDT","100","512KB (512K x 8)","FLASH","-","128K x 8","1.71V ~ 3.6V","A/D 42x16b; D/A 2x12b","Internal","-40°C ~ 105°C (TA)","Surface Mount","144-LBGA","144-MAPBGA (13x13)"
"-","-","559-R7F701374AEAFP-C#BA1-ND","R7F701374AEAFP-C#BA1","Renesas Electronics America Inc","Renesas Electronics America Inc","32BIT MCU","0","21.93","0","1","Tray","RH850/P1M-C","Active","RH850G3M","32-Bit Dual-Core","240MHz","CANbus, CSI, Ethernet, FIFO, FlexRay, LINbus, SENT, SPI, UART/USART","DMA, POR, PWM, Temp Sensor, WDT","-","2MB (2M x 8)","FLASH","64K x 8","448K x 8","3V ~ 3.6V","A/D 20x12b","Internal","-40°C ~ 160°C","Surface Mount","144-LQFP","144-LFQFP (16x16)"
"https://www.renesas.com/us/en/document/dst/rx64m-datasheet-group-rev120","//media.digikey.com/Renders/Renesas%20Tech%20Renders/559;%20PLQP0144KA-B;FB,FD,FP,GP;144.jpg","R5F564MFDDFB#31-ND","R5F564MFDDFB#31","Renesas Electronics America Inc","Renesas Electronics America Inc","IC MCU 32BIT 2MB FLASH 144LQFP","0","21.95","0","1","Tray","RX600","Active","RXv2","32-Bit Single-Core","120MHz","CANbus, EBI/EMI, Ethernet, I²C, LINbus, MMC/SD, SCI, SPI, SSI, UART/USART, USB","DMA, LVD, POR, PWM, WDT","111","2MB (2M x 8)","FLASH","64K x 8","552K x 8","2.7V ~ 3.6V","A/D 29x12b; D/A 2x12b","Internal","-40°C ~ 85°C (TA)","Surface Mount","144-LQFP","144-LFQFP (20x20)"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftm4c1299kczad","//media.digikey.com/Photos/Texas%20Instr%20Photos/XM4C129DNCZADI1.JPG","296-37951-ND","TM4C1299KCZADI3","Texas Instruments","Texas Instruments","IC MCU 32BIT 512KB FLSH 212NFBGA","0","21.96","0","1","Tray","Tiva™ C","Active","ARM® Cortex®-M4F","32-Bit Single-Core","120MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, QSSI, UART/USART, USB OTG","Brown-out Detect/Reset, DMA, Motion Control PWM, POR, PWM, WDT","140","512KB (512K x 8)","FLASH","6K x 8","256K x 8","2.97V ~ 3.63V","A/D 24x12b","Internal","-40°C ~ 85°C (TA)","Surface Mount","212-VFBGA","212-NFBGA (10x10)"
"https://www.infineon.com/dgdl/Infineon-XMC4700-XMC4800-DS-v01_00-EN.pdf?fileId=5546d462518ffd850151908ea8db00b3","//media.digikey.com/Renders/Infineon%20Renders/448;P_PG-LQFP-100-25;;100.jpg","448-XMC4800F100F1024AAXQMA1-ND","XMC4800F100F1024AAXQMA1","Infineon Technologies","Infineon Technologies","IC MCU 32BIT 1MB FLASH 100LQFP","0","22.12","0","1","Tray","XMC4000","Active","ARM® Cortex®-M4","32-Bit Single-Core","144MHz","CANbus, EBI/EMI, Ethernet, I²C, LINbus, MMC/SD, SPI, UART/USART, USB OTG, USIC","DMA, I²S, LED, POR, Touch-Sense, WDT","75","1MB (1M x 8)","FLASH","-","200K x 8","3.13V ~ 3.63V","A/D 24x12b; D/A 2x12b","External","-40°C ~ 85°C (TA)","Surface Mount","100-LQFP Exposed Pad","PG-LQFP-100-25"
"https://www.st.com/resource/en/datasheet/stm32h745zi.pdf","//media.digikey.com/Renders/STMicro%20Renders/497;144LQFP-1.6-20x20;144.jpg","497-STM32H745ZIT3-ND","STM32H745ZIT3","STMicroelectronics","STMicroelectronics","IC MCU 32BIT 2MB FLASH 144LQFP","0","22.14","0","1","Tray","STM32H7","Active","ARM® Cortex®-M4/M7","32-Bit Dual-Core","240MHz, 480MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG","Brown-out Detect/Reset, DMA, I²S, LCD, POR, PWM, WDT","97","2MB (2M x 8)","FLASH","-","1M x 8","1.62V ~ 3.6V","A/D 23x16b; D/A 2x12b","Internal","-40°C ~ 125°C (TA)","Surface Mount","144-LQFP","144-LQFP (20x20)"
"-","-","448-S6E2C2AL0AGL2000G-ND","S6E2C2AL0AGL2000G","Infineon Technologies","Infineon Technologies","IC MCU 32BIT 2MB FLASH 216LQFP","0","22.2","0","1","Tray","FM4 S6E2C2","Active","ARM® Cortex®-M4F","32-Bit","200MHz","CSIO, EBI/EMI, Ethernet, I²C, LINbus, SD, SPI, UART/USART, USB","DMA, I²S, LVD, POR, PWM, WDT","190","2MB (2M x 8)","FLASH","-","256K x 8","2.7V ~ 5.5V","A/D 32x12b; D/A 2x12b","Internal","-40°C ~ 125°C (TA)","Surface Mount","216-LQFP","216-LQFP (24x24)"
"https://www.infineon.com/dgdl/Infineon-XMC4700-XMC4800-DS-v01_00-EN.pdf?fileId=5546d462518ffd850151908ea8db00b3","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/144-TQFP.jpg","448-XMC4700F144K1536AAXQMA1-ND","XMC4700F144K1536AAXQMA1","Infineon Technologies","Infineon Technologies","IC MCU 32BIT 1.5MB FLASH 144LQFP","0","22.25","0","1","Tray","XMC4000","Active","ARM® Cortex®-M4","32-Bit Single-Core","144MHz","CANbus, EBI/EMI, Ethernet, I²C, LINbus, MMC/SD, SPI, UART/USART, USB OTG, USIC","DMA, I²S, LED, POR, Touch-Sense, WDT","119","1.5MB (1.5M x 8)","FLASH","-","276K x 8","3.13V ~ 3.63V","A/D 32x12b; D/A 2x12b","External","-40°C ~ 125°C (TA)","Surface Mount","144-LQFP Exposed Pad","PG-LQFP-144-24"
"https://www.st.com/resource/en/datasheet/stm32h757ai.pdf","//media.digikey.com/Renders/STMicro%20Renders/497~1T_ME~T~176.jpg","497-STM32H757IIT6-ND","STM32H757IIT6","STMicroelectronics","STMicroelectronics","IC MCU 32BIT 2MB FLASH 176LQFP","0","22.27","0","1","Tray","STM32H7","Active","ARM® Cortex®-M4/M7","32-Bit Dual-Core","240MHz, 480MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, LINbus, MDIO, MMC/SD/SDIO, QSPI, SAI, SPDIF, SPI, SWPMI, UART/USART, USB OTG","Brown-out Detect/Reset, DMA, I²S, LCD, POR, PWM, WDT","119","2MB (2M x 8)","FLASH","-","1M x 8","1.62V ~ 3.6V","A/D 28x16b; D/A 2x12b","Internal","-40°C ~ 85°C (TA)","Surface Mount","176-LQFP","176-LQFP (24x24)"
"https://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-6209-32-bit-ARM7TDMI-Microcontroller-SAM7XC512-SAM7XC256-SAM7XC128_Datasheet.pdf","//media.digikey.com/Photos/Atmel%20Photos/313;100TFBGA-1.1-9x9;;100.jpg","AT91SAM7XC512B-CU-ND","AT91SAM7XC512B-CU","Microchip Technology","Microchip Technology","IC MCU 16/32BIT 512KB 100TFBGA","0","22.46","0","1","Tray","SAM7XC","Active","ARM7®","16/32-Bit","55MHz","CANbus, Ethernet, I²C, SPI, SSC, UART/USART, USB","Brown-out Detect/Reset, DMA, POR, PWM, WDT","62","512KB (512K x 8)","FLASH","-","128K x 8","1.65V ~ 1.95V","A/D 8x10b","Internal","-40°C ~ 85°C (TA)","Surface Mount","100-TFBGA","100-TFBGA (9x9)"
"https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftm4c129xkczad","//media.digikey.com/Photos/Texas%20Instr%20Photos/XM4C129DNCZADI1.JPG","2156-TM4C129XKCZADI3-ND,296-37957-ND","TM4C129XKCZADI3","Texas Instruments","Rochester Electronics, LLC,Texas Instruments","IC MCU 32BIT 512KB FLSH 212NFBGA","0","22.56","0","1","Bulk,Tray","Tiva™ C","Active","ARM® Cortex®-M4F","32-Bit Single-Core","120MHz","CANbus, EBI/EMI, Ethernet, I²C, IrDA, QSSI, UART/USART, USB OTG","Brown-out Detect/Reset, DMA, Motion Control PWM, POR, PWM, WDT","140","512KB (512K x 8)","FLASH","6K x 8","256K x 8","2.97V ~ 3.63V","A/D 24x12b","Internal","-40°C ~ 85°C (TA)","Surface Mount","212-VFBGA","212-NFBGA (10x10)"
"https://www.infineon.com/dgdl/Infineon-XMC4700-XMC4800-DS-v01_00-EN.pdf?fileId=5546d462518ffd850151908ea8db00b3","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/144-TQFP.jpg","448-XMC4800F144F1536AAXQMA1-ND","XMC4800F144F1536AAXQMA1","Infineon Technologies","Infineon Technologies","IC MCU 32BIT 1.5MB FLASH 144LQFP","0","22.59","0","1","Tray","XMC4000","Active","ARM® Cortex®-M4","32-Bit Single-Core","144MHz","CANbus, EBI/EMI, Ethernet, I²C, LINbus, MMC/SD, SPI, UART/USART, USB OTG, USIC","DMA, I²S, LED, POR, Touch-Sense, WDT","119","1.5MB (1.5M x 8)","FLASH","-","276K x 8","3.13V ~ 3.63V","A/D 32x12b; D/A 2x12b","External","-40°C ~ 85°C (TA)","Surface Mount","144-LQFP Exposed Pad","PG-LQFP-144-24"
"https://www.renesas.com/us/en/document/mah/rx72n-group-users-manual-hardware-rev111?r=1170206","//media.digikey.com/Renders/Renesas%20Tech%20Renders/559~PLQP0100KB-B~~100.jpg","559-R5F572NNHGFP#30-ND","R5F572NNHGFP#30","Renesas Electronics America Inc","Renesas Electronics America Inc","IC MCU 32BIT 4MB FLASH 100LFQFP","0","22.59","0","1","Tray","-","Active","RXv3","32-Bit","240MHz","CANbus, EBI/EMI, Ethernet, I²C, MMC/SD, QSPI, SCI, SPI, SSI, USB OTG","DMA, LCD, LVD, POR, PWM, WDT","78","4MB (4M x 8)","FLASH","32K x 8","1M x 8","2.7V ~ 3.6V","A/D 22x12b; D/A 1x12b","Internal","-40°C ~ 105°C (TA)","Surface Mount","100-LQFP","100-LFQFP (14x14)"
